HomeTeam,AwayTeam,FTR,HST,AST,HAS,HDS,AAS,ADS,Result
Swansea,Leicester,A,2.0,5.0,0.661,0.827,1.06,0.845,-1
Watford,Norwich,H,7.0,1.0,0.513,0.773,0.394,0.841,1
West Brom,Tottenham,D,4.0,3.0,1.077,1.741,2.422,1.812,0
Newcastle,Liverpool,H,1.0,1.0,1.69,1.917,2.709,1.561,1
Everton,Crystal Palace,D,4.0,5.0,2.096,1.858,0.924,1.026,0
Bournemouth,Man United,H,5.0,5.0,0.502,0.72,2.802,1.362,1
Crystal Palace,Southampton,H,5.0,3.0,0.675,1.056,1.124,1.251,1
Man City,Swansea,H,5.0,7.0,2.786,1.508,0.618,0.786,1
Norwich,Everton,D,2.0,3.0,0.524,0.812,1.902,1.753,0
Sunderland,Watford,A,2.0,6.0,0.908,1.479,0.496,0.756,-1
West Ham,Stoke,D,9.0,3.0,1.59,2.004,0.73,1.151,0
Aston Villa,Arsenal,A,2.0,4.0,1.376,1.717,2.841,1.624,-1
Liverpool,West Brom,D,8.0,2.0,2.642,1.352,1.041,1.498,0
Tottenham,Newcastle,A,8.0,4.0,2.402,1.766,1.523,1.959,-1
Leicester,Chelsea,H,5.0,5.0,0.852,0.876,2.778,1.332,1
Chelsea,Sunderland,H,7.0,3.0,2.742,1.333,0.968,1.472,1
Everton,Leicester,A,5.0,5.0,2.096,1.858,1.06,0.845,-1
Man United,Norwich,A,2.0,4.0,2.76,1.323,0.394,0.841,-1
Newcastle,Aston Villa,D,4.0,7.0,1.69,1.917,1.649,1.827,0
Southampton,Tottenham,A,4.0,6.0,1.173,1.333,2.422,1.812,-1
Stoke,Crystal Palace,A,5.0,3.0,0.915,1.036,0.924,1.026,-1
West Brom,Bournemouth,A,2.0,7.0,1.077,1.741,0.511,0.672,-1
Swansea,West Ham,D,2.0,2.0,0.661,0.827,1.576,1.808,0
Watford,Liverpool,H,5.0,4.0,0.513,0.773,2.709,1.561,1
Arsenal,Man City,H,5.0,6.0,2.76,1.498,2.758,1.601,1
Aston Villa,West Ham,D,8.0,4.0,1.376,1.717,1.576,1.808,0
Bournemouth,Crystal Palace,D,4.0,0.0,0.502,0.72,0.924,1.026,0
Chelsea,Watford,D,2.0,3.0,2.742,1.333,0.496,0.756,0
Liverpool,Leicester,H,4.0,3.0,2.642,1.352,1.06,0.845,1
Man City,Sunderland,H,9.0,3.0,2.786,1.508,0.968,1.472,1
Newcastle,Everton,A,1.0,7.0,1.69,1.917,1.902,1.753,-1
Southampton,Arsenal,H,5.0,4.0,1.173,1.333,2.841,1.624,1
Stoke,Man United,H,3.0,6.0,0.915,1.036,2.802,1.362,1
Swansea,West Brom,H,2.0,3.0,0.661,0.827,1.041,1.498,1
Tottenham,Norwich,H,10.0,3.0,2.402,1.766,0.394,0.841,1
Arsenal,Bournemouth,H,6.0,3.0,2.76,1.498,0.511,0.672,1
Crystal Palace,Swansea,D,2.0,3.0,0.675,1.056,0.618,0.786,0
Everton,Stoke,A,3.0,5.0,2.096,1.858,0.73,1.151,-1
Man United,Chelsea,D,2.0,3.0,2.76,1.323,2.778,1.332,0
Norwich,Aston Villa,H,4.0,3.0,0.524,0.812,1.649,1.827,1
Watford,Tottenham,A,1.0,3.0,0.513,0.773,2.422,1.812,-1
West Brom,Newcastle,H,5.0,2.0,1.077,1.741,1.523,1.959,1
West Ham,Southampton,H,5.0,4.0,1.59,2.004,1.124,1.251,1
Leicester,Man City,D,4.0,5.0,0.852,0.876,2.758,1.601,0
Sunderland,Liverpool,A,3.0,6.0,0.908,1.479,2.709,1.561,-1
Arsenal,Newcastle,H,3.0,6.0,2.76,1.498,1.523,1.959,1
Leicester,Bournemouth,D,2.0,0.0,0.852,0.876,0.511,0.672,0
Man United,Swansea,H,6.0,4.0,2.76,1.323,0.618,0.786,1
Norwich,Southampton,H,1.0,4.0,0.524,0.812,1.124,1.251,1
Sunderland,Aston Villa,H,6.0,3.0,0.908,1.479,1.649,1.827,1
Watford,Man City,A,3.0,5.0,0.513,0.773,2.758,1.601,-1
West Brom,Stoke,H,5.0,3.0,1.077,1.741,0.73,1.151,1
West Ham,Liverpool,H,10.0,2.0,1.59,2.004,2.709,1.561,1
Crystal Palace,Chelsea,A,4.0,4.0,0.675,1.056,2.778,1.332,-1
Everton,Tottenham,D,3.0,4.0,2.096,1.858,2.422,1.812,0
Aston Villa,Crystal Palace,H,3.0,1.0,1.376,1.717,0.924,1.026,1
Bournemouth,West Ham,A,4.0,5.0,0.502,0.72,1.576,1.808,-1
Newcastle,Man United,D,6.0,4.0,1.69,1.917,2.802,1.362,0
Chelsea,West Brom,D,2.0,6.0,2.742,1.333,1.041,1.498,0
Liverpool,Arsenal,D,6.0,5.0,2.642,1.352,2.841,1.624,0
Man City,Everton,D,5.0,2.0,2.786,1.508,1.902,1.753,0
Southampton,Watford,H,7.0,1.0,1.173,1.333,0.496,0.756,1
Stoke,Norwich,H,4.0,2.0,0.915,1.036,0.394,0.841,1
Swansea,Sunderland,A,5.0,5.0,0.661,0.827,0.968,1.472,-1
Tottenham,Leicester,A,5.0,2.0,2.402,1.766,1.06,0.845,-1
Aston Villa,Leicester,D,5.0,5.0,1.376,1.717,1.06,0.845,0
Bournemouth,Norwich,H,8.0,3.0,0.502,0.72,0.394,0.841,1
Chelsea,Everton,D,7.0,4.0,2.742,1.333,1.902,1.753,0
Man City,Crystal Palace,H,4.0,3.0,2.786,1.508,0.924,1.026,1
Newcastle,West Ham,H,10.0,3.0,1.69,1.917,1.576,1.808,1
Southampton,West Brom,H,5.0,0.0,1.173,1.333,1.041,1.498,1
Tottenham,Sunderland,H,11.0,2.0,2.402,1.766,0.968,1.472,1
Liverpool,Man United,A,4.0,1.0,2.642,1.352,2.802,1.362,-1
Stoke,Arsenal,D,6.0,3.0,0.915,1.036,2.841,1.624,0
Swansea,Watford,H,2.0,2.0,0.661,0.827,0.496,0.756,1
Crystal Palace,Tottenham,A,3.0,11.0,0.675,1.056,2.422,1.812,-1
Leicester,Stoke,H,5.0,2.0,0.852,0.876,0.73,1.151,1
Man United,Southampton,A,1.0,2.0,2.76,1.323,1.124,1.251,-1
Norwich,Liverpool,A,5.0,7.0,0.524,0.812,2.709,1.561,-1
Sunderland,Bournemouth,D,5.0,5.0,0.908,1.479,0.511,0.672,0
Watford,Newcastle,H,5.0,2.0,0.513,0.773,1.523,1.959,1
West Brom,Aston Villa,D,0.0,4.0,1.077,1.741,1.649,1.827,0
West Ham,Man City,D,3.0,3.0,1.59,2.004,2.758,1.601,0
Arsenal,Chelsea,A,1.0,6.0,2.76,1.498,2.778,1.332,-1
Everton,Swansea,A,2.0,5.0,2.096,1.858,0.618,0.786,-1
Arsenal,Southampton,D,11.0,3.0,2.76,1.498,1.124,1.251,0
Crystal Palace,Bournemouth,A,3.0,4.0,0.675,1.056,0.511,0.672,-1
Leicester,Liverpool,H,6.0,2.0,0.852,0.876,2.709,1.561,1
Man United,Stoke,H,5.0,0.0,2.76,1.323,0.73,1.151,1
Norwich,Tottenham,A,2.0,6.0,0.524,0.812,2.422,1.812,-1
Sunderland,Man City,A,2.0,2.0,0.908,1.479,2.758,1.601,-1
West Brom,Swansea,D,7.0,4.0,1.077,1.741,0.618,0.786,0
West Ham,Aston Villa,H,6.0,2.0,1.59,2.004,1.649,1.827,1
Everton,Newcastle,H,7.0,3.0,2.096,1.858,1.523,1.959,1
Watford,Chelsea,D,3.0,4.0,0.513,0.773,2.778,1.332,0
Aston Villa,Norwich,H,3.0,4.0,1.376,1.717,0.394,0.841,1
Liverpool,Sunderland,D,5.0,2.0,2.642,1.352,0.968,1.472,0
Man City,Leicester,A,4.0,7.0,2.786,1.508,1.06,0.845,-1
Newcastle,West Brom,H,7.0,0.0,1.69,1.917,1.041,1.498,1
Southampton,West Ham,H,2.0,2.0,1.173,1.333,1.576,1.808,1
Stoke,Everton,A,3.0,6.0,0.915,1.036,1.902,1.753,-1
Swansea,Crystal Palace,D,3.0,2.0,0.661,0.827,0.924,1.026,0
Tottenham,Watford,H,9.0,0.0,2.402,1.766,0.496,0.756,1
Bournemouth,Arsenal,A,4.0,5.0,0.502,0.72,2.841,1.624,-1
Chelsea,Man United,D,5.0,7.0,2.742,1.333,2.802,1.362,0
Bournemouth,Stoke,A,2.0,6.0,0.502,0.72,0.73,1.151,-1
Chelsea,Newcastle,H,5.0,4.0,2.742,1.333,1.523,1.959,1
Crystal Palace,Watford,A,7.0,3.0,0.675,1.056,0.496,0.756,-1
Everton,West Brom,A,6.0,1.0,2.096,1.858,1.041,1.498,-1
Norwich,West Ham,D,3.0,6.0,0.524,0.812,1.576,1.808,0
Sunderland,Man United,H,5.0,6.0,0.908,1.479,2.802,1.362,1
Swansea,Southampton,A,2.0,5.0,0.661,0.827,1.124,1.251,-1
Arsenal,Leicester,H,6.0,3.0,2.76,1.498,1.06,0.845,1
Aston Villa,Liverpool,A,1.0,9.0,1.376,1.717,2.709,1.561,-1
Man City,Tottenham,A,4.0,3.0,2.786,1.508,2.422,1.812,-1
Leicester,Norwich,H,3.0,1.0,0.852,0.876,0.394,0.841,1
Southampton,Chelsea,A,2.0,4.0,1.173,1.333,2.778,1.332,-1
Stoke,Aston Villa,H,3.0,1.0,0.915,1.036,1.649,1.827,1
Watford,Bournemouth,D,1.0,3.0,0.513,0.773,0.511,0.672,0
West Brom,Crystal Palace,H,5.0,2.0,1.077,1.741,0.924,1.026,1
West Ham,Sunderland,H,3.0,4.0,1.59,2.004,0.968,1.472,1
Tottenham,Swansea,H,14.0,4.0,2.402,1.766,0.618,0.786,1
Man United,Arsenal,H,5.0,5.0,2.76,1.323,2.841,1.624,1
Aston Villa,Everton,A,5.0,7.0,1.376,1.717,1.902,1.753,-1
Bournemouth,Southampton,H,4.0,1.0,0.502,0.72,1.124,1.251,1
Leicester,West Brom,D,5.0,3.0,0.852,0.876,1.041,1.498,0
Norwich,Chelsea,A,2.0,2.0,0.524,0.812,2.778,1.332,-1
Sunderland,Crystal Palace,D,6.0,5.0,0.908,1.479,0.924,1.026,0
Arsenal,Swansea,A,4.0,2.0,2.76,1.498,0.618,0.786,-1
Liverpool,Man City,H,7.0,2.0,2.642,1.352,2.758,1.601,1
Man United,Watford,H,3.0,3.0,2.76,1.323,0.496,0.756,1
Stoke,Newcastle,H,2.0,3.0,0.915,1.036,1.523,1.959,1
West Ham,Tottenham,H,3.0,2.0,1.59,2.004,2.422,1.812,1
Chelsea,Stoke,D,7.0,5.0,2.742,1.333,0.73,1.151,0
Everton,West Ham,A,8.0,5.0,2.096,1.858,1.576,1.808,-1
Man City,Aston Villa,H,9.0,1.0,2.786,1.508,1.649,1.827,1
Newcastle,Bournemouth,A,3.0,5.0,1.69,1.917,0.511,0.672,-1
Southampton,Sunderland,D,5.0,3.0,1.173,1.333,0.968,1.472,0
Swansea,Norwich,H,3.0,3.0,0.661,0.827,0.394,0.841,1
Tottenham,Arsenal,D,11.0,4.0,2.402,1.766,2.841,1.624,0
Watford,Leicester,A,4.0,7.0,0.513,0.773,1.06,0.845,-1
Crystal Palace,Liverpool,A,4.0,5.0,0.675,1.056,2.709,1.561,-1
West Brom,Man United,H,2.0,1.0,1.077,1.741,2.802,1.362,1
Bournemouth,Swansea,H,4.0,4.0,0.502,0.72,0.618,0.786,1
Norwich,Man City,D,0.0,3.0,0.524,0.812,2.758,1.601,0
Stoke,Southampton,A,2.0,4.0,0.915,1.036,1.124,1.251,-1
Aston Villa,Tottenham,A,2.0,8.0,1.376,1.717,2.422,1.812,-1
Leicester,Newcastle,H,1.0,2.0,0.852,0.876,1.523,1.959,1
Chelsea,West Ham,D,5.0,6.0,2.742,1.333,1.576,1.808,0
Crystal Palace,Leicester,A,4.0,3.0,0.675,1.056,1.06,0.845,-1
Everton,Arsenal,A,2.0,3.0,2.096,1.858,2.841,1.624,-1
Swansea,Aston Villa,H,1.0,2.0,0.661,0.827,1.649,1.827,1
Watford,Stoke,A,4.0,6.0,0.513,0.773,0.73,1.151,-1
West Brom,Norwich,A,0.0,1.0,1.077,1.741,0.394,0.841,-1
Man City,Man United,A,2.0,3.0,2.786,1.508,2.802,1.362,-1
Newcastle,Sunderland,D,8.0,4.0,1.69,1.917,0.968,1.472,0
Southampton,Liverpool,H,5.0,9.0,1.173,1.333,2.709,1.561,1
Tottenham,Bournemouth,H,8.0,0.0,2.402,1.766,0.511,0.672,1
Arsenal,Watford,H,12.0,2.0,2.76,1.498,0.496,0.756,1
Aston Villa,Chelsea,A,4.0,8.0,1.376,1.717,2.778,1.332,-1
Bournemouth,Man City,A,2.0,7.0,0.502,0.72,2.758,1.601,-1
Liverpool,Tottenham,D,7.0,5.0,2.642,1.352,2.422,1.812,0
Norwich,Newcastle,H,6.0,5.0,0.524,0.812,1.523,1.959,1
Stoke,Swansea,D,5.0,3.0,0.915,1.036,0.618,0.786,0
Sunderland,West Brom,D,7.0,0.0,0.908,1.479,1.041,1.498,0
West Ham,Crystal Palace,D,6.0,5.0,1.59,2.004,0.924,1.026,0
Leicester,Southampton,H,4.0,2.0,0.852,0.876,1.124,1.251,1
Man United,Everton,H,2.0,1.0,2.76,1.323,1.902,1.753,1
Aston Villa,Bournemouth,A,1.0,3.0,1.376,1.717,0.511,0.672,-1
Crystal Palace,Norwich,H,6.0,4.0,0.675,1.056,0.394,0.841,1
Man City,West Brom,H,4.0,2.0,2.786,1.508,1.041,1.498,1
Southampton,Newcastle,H,6.0,3.0,1.173,1.333,1.523,1.959,1
Swansea,Chelsea,H,6.0,2.0,0.661,0.827,2.778,1.332,1
Watford,Everton,D,5.0,7.0,0.513,0.773,1.902,1.753,0
West Ham,Arsenal,D,7.0,6.0,1.59,2.004,2.841,1.624,0
Liverpool,Stoke,H,6.0,3.0,2.642,1.352,0.73,1.151,1
Sunderland,Leicester,A,1.0,7.0,0.908,1.479,1.06,0.845,-1
Tottenham,Man United,H,8.0,1.0,2.402,1.766,2.802,1.362,1
Crystal Palace,Everton,D,6.0,5.0,0.675,1.056,1.902,1.753,0
Chelsea,Man City,A,4.0,8.0,2.742,1.333,2.758,1.601,-1
Everton,Southampton,D,2.0,4.0,2.096,1.858,1.124,1.251,0
Man United,Aston Villa,H,4.0,1.0,2.76,1.323,1.649,1.827,1
Newcastle,Swansea,H,7.0,1.0,1.69,1.917,0.618,0.786,1
Norwich,Sunderland,A,6.0,3.0,0.524,0.812,0.968,1.472,-1
West Brom,Watford,A,4.0,4.0,1.077,1.741,0.496,0.756,-1
Arsenal,Crystal Palace,D,6.0,2.0,2.76,1.498,0.924,1.026,0
Bournemouth,Liverpool,A,5.0,6.0,0.502,0.72,2.709,1.561,-1
Leicester,West Ham,D,2.0,4.0,0.852,0.876,1.576,1.808,0
Stoke,Tottenham,A,2.0,6.0,0.915,1.036,2.422,1.812,-1
Newcastle,Man City,D,3.0,5.0,1.69,1.917,2.758,1.601,0
Liverpool,Everton,H,13.0,0.0,2.642,1.352,1.902,1.753,1
Man United,Crystal Palace,H,10.0,0.0,2.76,1.323,0.924,1.026,1
West Ham,Watford,H,7.0,4.0,1.59,2.004,0.496,0.756,1
Arsenal,West Brom,H,7.0,1.0,2.76,1.498,1.041,1.498,1
Aston Villa,Southampton,A,7.0,7.0,1.376,1.717,1.124,1.251,-1
Bournemouth,Chelsea,A,4.0,4.0,0.502,0.72,2.778,1.332,-1
Liverpool,Newcastle,D,4.0,3.0,2.642,1.352,1.523,1.959,0
Man City,Stoke,H,6.0,2.0,2.786,1.508,0.73,1.151,1
Leicester,Swansea,H,9.0,1.0,0.852,0.876,0.618,0.786,1
Sunderland,Arsenal,D,3.0,7.0,0.908,1.479,2.841,1.624,0
Tottenham,West Brom,D,2.0,3.0,2.402,1.766,1.041,1.498,0
Arsenal,Norwich,H,3.0,3.0,2.76,1.498,0.394,0.841,1
Everton,Bournemouth,H,5.0,2.0,2.096,1.858,0.511,0.672,1
Newcastle,Crystal Palace,H,4.0,3.0,1.69,1.917,0.924,1.026,1
Stoke,Sunderland,D,3.0,5.0,0.915,1.036,0.968,1.472,0
Watford,Aston Villa,H,6.0,2.0,0.513,0.773,1.649,1.827,1
West Brom,West Ham,A,5.0,4.0,1.077,1.741,1.576,1.808,-1
Man United,Leicester,D,6.0,3.0,2.76,1.323,1.06,0.845,0
Southampton,Man City,H,7.0,5.0,1.173,1.333,2.758,1.601,1
Swansea,Liverpool,H,9.0,3.0,0.661,0.827,2.709,1.561,1
Chelsea,Tottenham,D,5.0,5.0,2.742,1.333,2.422,1.812,0
Aston Villa,Newcastle,D,0.0,3.0,1.376,1.717,1.523,1.959,0
Bournemouth,West Brom,D,4.0,4.0,0.502,0.72,1.041,1.498,0
Crystal Palace,Stoke,H,4.0,3.0,0.675,1.056,0.73,1.151,1
Leicester,Everton,H,8.0,5.0,0.852,0.876,1.902,1.753,1
Norwich,Man United,A,2.0,2.0,0.524,0.812,2.802,1.362,-1
Sunderland,Chelsea,H,4.0,8.0,0.908,1.479,2.778,1.332,1
West Ham,Swansea,A,7.0,6.0,1.59,2.004,0.618,0.786,-1
Liverpool,Watford,H,5.0,3.0,2.642,1.352,0.496,0.756,1
Man City,Arsenal,D,3.0,2.0,2.786,1.508,2.841,1.624,0
Tottenham,Southampton,A,6.0,2.0,2.402,1.766,1.124,1.251,-1
West Ham,Man United,H,6.0,2.0,1.59,2.004,2.802,1.362,1
Liverpool,Chelsea,D,9.0,7.0,2.642,1.352,2.778,1.332,0
Norwich,Watford,H,6.0,7.0,0.524,0.812,0.496,0.756,1
Sunderland,Everton,H,8.0,6.0,0.908,1.479,1.902,1.753,1
Arsenal,Aston Villa,H,7.0,2.0,2.76,1.498,1.649,1.827,1
Chelsea,Leicester,D,4.0,5.0,2.742,1.333,1.06,0.845,0
Everton,Norwich,H,8.0,2.0,2.096,1.858,0.394,0.841,1
Newcastle,Tottenham,H,10.0,5.0,1.69,1.917,2.422,1.812,1
Southampton,Crystal Palace,H,5.0,4.0,1.173,1.333,0.924,1.026,1
Stoke,West Ham,H,4.0,7.0,0.915,1.036,1.576,1.808,1
Swansea,Man City,D,1.0,5.0,0.661,0.827,2.758,1.601,0
Watford,Sunderland,D,6.0,4.0,0.513,0.773,0.968,1.472,0
West Brom,Liverpool,D,1.0,3.0,1.077,1.741,2.709,1.561,0
Man United,Bournemouth,H,5.0,0.0,2.76,1.323,0.511,0.672,1
Arsenal,Crystal Palace,H,6.0,2.0,2.76,1.498,0.924,1.026,1
Leicester,Everton,D,3.0,3.0,0.852,0.876,1.902,1.753,0
Man United,Swansea,A,5.0,4.0,2.76,1.323,0.618,0.786,-1
QPR,Hull,A,6.0,4.0,0.221,0.375,0.36,0.657,-1
Stoke,Aston Villa,A,2.0,2.0,0.915,1.036,1.649,1.827,-1
West Brom,Sunderland,D,5.0,2.0,1.077,1.741,0.968,1.472,0
West Ham,Tottenham,A,4.0,4.0,1.59,2.004,2.422,1.812,-1
Liverpool,Southampton,H,5.0,6.0,2.642,1.352,1.124,1.251,1
Newcastle,Man City,A,0.0,5.0,1.69,1.917,2.758,1.601,-1
Burnley,Chelsea,A,2.0,3.0,0.528,0.827,2.778,1.332,-1
Aston Villa,Newcastle,D,0.0,4.0,1.376,1.717,1.523,1.959,0
Chelsea,Leicester,H,10.0,4.0,2.742,1.333,1.06,0.845,1
Crystal Palace,West Ham,A,4.0,8.0,0.675,1.056,1.576,1.808,-1
Everton,Arsenal,D,2.0,3.0,2.096,1.858,2.841,1.624,0
Southampton,West Brom,D,2.0,2.0,1.173,1.333,1.041,1.498,0
Swansea,Burnley,H,5.0,1.0,0.661,0.827,0.598,0.856,1
Hull,Stoke,D,2.0,3.0,0.395,0.705,0.73,1.151,0
Sunderland,Man United,D,3.0,3.0,0.908,1.479,2.802,1.362,0
Tottenham,QPR,H,5.0,1.0,2.402,1.766,0.268,0.45,1
Man City,Liverpool,H,4.0,3.0,2.786,1.508,2.709,1.561,1
Burnley,Man United,D,3.0,2.0,0.528,0.827,2.802,1.362,0
Everton,Chelsea,A,7.0,8.0,2.096,1.858,2.778,1.332,-1
Man City,Stoke,A,2.0,2.0,2.786,1.508,0.73,1.151,-1
Newcastle,Crystal Palace,D,4.0,7.0,1.69,1.917,0.924,1.026,0
QPR,Sunderland,H,5.0,6.0,0.221,0.375,0.968,1.472,1
Swansea,West Brom,H,8.0,2.0,0.661,0.827,1.041,1.498,1
West Ham,Southampton,A,2.0,8.0,1.59,2.004,1.124,1.251,-1
Aston Villa,Hull,H,4.0,3.0,1.376,1.717,0.36,0.657,1
Leicester,Arsenal,D,3.0,6.0,0.852,0.876,2.841,1.624,0
Tottenham,Liverpool,A,1.0,8.0,2.402,1.766,2.709,1.561,-1
Arsenal,Man City,D,6.0,8.0,2.76,1.498,2.758,1.601,0
Chelsea,Swansea,H,9.0,2.0,2.742,1.333,0.618,0.786,1
Crystal Palace,Burnley,D,3.0,3.0,0.675,1.056,0.598,0.856,0
Liverpool,Aston Villa,A,1.0,1.0,2.642,1.352,1.649,1.827,-1
Southampton,Newcastle,H,7.0,4.0,1.173,1.333,1.523,1.959,1
Stoke,Leicester,A,4.0,1.0,0.915,1.036,1.06,0.845,-1
Sunderland,Tottenham,D,1.0,6.0,0.908,1.479,2.422,1.812,0
West Brom,Everton,A,1.0,4.0,1.077,1.741,1.902,1.753,-1
Man United,QPR,H,9.0,2.0,2.76,1.323,0.268,0.45,1
Hull,West Ham,D,6.0,4.0,0.395,0.705,1.576,1.808,0
Aston Villa,Arsenal,A,2.0,3.0,1.376,1.717,2.841,1.624,-1
Burnley,Sunderland,D,6.0,6.0,0.528,0.827,0.968,1.472,0
Newcastle,Hull,D,7.0,3.0,1.69,1.917,0.36,0.657,0
QPR,Stoke,D,5.0,4.0,0.221,0.375,0.73,1.151,0
Swansea,Southampton,A,2.0,4.0,0.661,0.827,1.124,1.251,-1
West Ham,Liverpool,H,7.0,5.0,1.59,2.004,2.709,1.561,1
Everton,Crystal Palace,A,6.0,3.0,2.096,1.858,0.924,1.026,-1
Leicester,Man United,H,5.0,5.0,0.852,0.876,2.802,1.362,1
Man City,Chelsea,D,4.0,2.0,2.786,1.508,2.778,1.332,0
Tottenham,West Brom,A,1.0,4.0,2.402,1.766,1.041,1.498,-1
Arsenal,Tottenham,D,6.0,4.0,2.76,1.498,2.422,1.812,0
Chelsea,Aston Villa,H,8.0,1.0,2.742,1.333,1.649,1.827,1
Crystal Palace,Leicester,H,6.0,1.0,0.675,1.056,1.06,0.845,1
Hull,Man City,A,5.0,6.0,0.395,0.705,2.758,1.601,-1
Liverpool,Everton,D,8.0,5.0,2.642,1.352,1.902,1.753,0
Man United,West Ham,H,3.0,4.0,2.76,1.323,1.576,1.808,1
Southampton,QPR,H,9.0,2.0,1.173,1.333,0.268,0.45,1
Sunderland,Swansea,D,3.0,1.0,0.908,1.479,0.618,0.786,0
West Brom,Burnley,H,6.0,2.0,1.077,1.741,0.598,0.856,1
Stoke,Newcastle,H,3.0,1.0,0.915,1.036,1.523,1.959,1
Aston Villa,Man City,A,1.0,7.0,1.376,1.717,2.758,1.601,-1
Hull,Crystal Palace,H,2.0,2.0,0.395,0.705,0.924,1.026,1
Leicester,Burnley,D,6.0,4.0,0.852,0.876,0.598,0.856,0
Liverpool,West Brom,H,7.0,4.0,2.642,1.352,1.041,1.498,1
Sunderland,Stoke,H,3.0,5.0,0.908,1.479,0.73,1.151,1
Swansea,Newcastle,D,5.0,4.0,0.661,0.827,1.523,1.959,0
Chelsea,Arsenal,H,3.0,0.0,2.742,1.333,2.841,1.624,1
Man United,Everton,H,4.0,6.0,2.76,1.323,1.902,1.753,1
Tottenham,Southampton,H,4.0,3.0,2.402,1.766,1.124,1.251,1
West Ham,QPR,H,3.0,3.0,1.59,2.004,0.268,0.45,1
Arsenal,Hull,D,9.0,4.0,2.76,1.498,0.36,0.657,0
Burnley,West Ham,A,3.0,6.0,0.528,0.827,1.576,1.808,-1
Crystal Palace,Chelsea,A,4.0,5.0,0.675,1.056,2.778,1.332,-1
Everton,Aston Villa,H,6.0,2.0,2.096,1.858,1.649,1.827,1
Man City,Tottenham,H,12.0,7.0,2.786,1.508,2.422,1.812,1
Newcastle,Leicester,H,6.0,2.0,1.69,1.917,1.06,0.845,1
Southampton,Sunderland,H,11.0,1.0,1.173,1.333,0.968,1.472,1
QPR,Liverpool,A,6.0,5.0,0.221,0.375,2.709,1.561,-1
Stoke,Swansea,H,3.0,5.0,0.915,1.036,0.618,0.786,1
West Brom,Man United,D,2.0,7.0,1.077,1.741,2.802,1.362,0
Liverpool,Hull,D,4.0,3.0,2.642,1.352,0.36,0.657,0
Southampton,Stoke,H,2.0,1.0,1.173,1.333,0.73,1.151,1
Sunderland,Arsenal,A,3.0,5.0,0.908,1.479,2.841,1.624,-1
Swansea,Leicester,H,3.0,4.0,0.661,0.827,1.06,0.845,1
West Brom,Crystal Palace,D,4.0,6.0,1.077,1.741,0.924,1.026,0
West Ham,Man City,H,4.0,5.0,1.59,2.004,2.758,1.601,1
Burnley,Everton,A,3.0,6.0,0.528,0.827,1.902,1.753,-1
Man United,Chelsea,D,7.0,4.0,2.76,1.323,2.778,1.332,0
Tottenham,Newcastle,A,2.0,2.0,2.402,1.766,1.523,1.959,-1
QPR,Aston Villa,H,4.0,6.0,0.221,0.375,1.649,1.827,1
Arsenal,Burnley,H,13.0,2.0,2.76,1.498,0.598,0.856,1
Chelsea,QPR,H,8.0,1.0,2.742,1.333,0.268,0.45,1
Everton,Swansea,D,3.0,0.0,2.096,1.858,0.618,0.786,0
Hull,Southampton,A,1.0,3.0,0.395,0.705,1.124,1.251,-1
Leicester,West Brom,A,5.0,3.0,0.852,0.876,1.041,1.498,-1
Newcastle,Liverpool,H,3.0,3.0,1.69,1.917,2.709,1.561,1
Stoke,West Ham,D,6.0,2.0,0.915,1.036,1.576,1.808,0
Aston Villa,Tottenham,A,1.0,7.0,1.376,1.717,2.422,1.812,-1
Man City,Man United,H,6.0,2.0,2.786,1.508,2.802,1.362,1
Crystal Palace,Sunderland,A,1.0,7.0,0.675,1.056,0.968,1.472,-1
Burnley,Hull,H,3.0,1.0,0.528,0.827,0.36,0.657,1
Liverpool,Chelsea,A,4.0,5.0,2.642,1.352,2.778,1.332,-1
Man United,Crystal Palace,H,5.0,1.0,2.76,1.323,0.924,1.026,1
QPR,Man City,D,4.0,6.0,0.221,0.375,2.758,1.601,0
Southampton,Leicester,H,6.0,0.0,1.173,1.333,1.06,0.845,1
West Ham,Aston Villa,D,5.0,4.0,1.59,2.004,1.649,1.827,0
Sunderland,Everton,D,3.0,7.0,0.908,1.479,1.902,1.753,0
Swansea,Arsenal,H,5.0,4.0,0.661,0.827,2.841,1.624,1
Tottenham,Stoke,A,4.0,4.0,2.402,1.766,0.73,1.151,-1
West Brom,Newcastle,A,2.0,3.0,1.077,1.741,1.523,1.959,-1
Arsenal,Man United,A,9.0,2.0,2.76,1.498,2.802,1.362,-1
Chelsea,West Brom,H,8.0,1.0,2.742,1.333,1.041,1.498,1
Everton,West Ham,H,4.0,3.0,2.096,1.858,1.576,1.808,1
Leicester,Sunderland,D,4.0,5.0,0.852,0.876,0.968,1.472,0
Man City,Swansea,H,10.0,3.0,2.786,1.508,0.618,0.786,1
Newcastle,QPR,H,6.0,4.0,1.69,1.917,0.268,0.45,1
Stoke,Burnley,A,4.0,4.0,0.915,1.036,0.598,0.856,-1
Crystal Palace,Liverpool,H,5.0,1.0,0.675,1.056,2.709,1.561,1
Hull,Tottenham,A,2.0,6.0,0.395,0.705,2.422,1.812,-1
Aston Villa,Southampton,D,1.0,4.0,1.376,1.717,1.124,1.251,0
Burnley,Aston Villa,D,4.0,7.0,0.528,0.827,1.649,1.827,0
Liverpool,Stoke,H,3.0,4.0,2.642,1.352,0.73,1.151,1
